"id","type","symbol","lifecycle","owner","replacement","earliest_removal","namespace_entry"
"export:ngeo_support_diagnostics","export","ngeo_support_diagnostics","stable","neuroimaging-methods","","","export(ngeo_support_diagnostics)"
"export:ngeo_support_ensemble","export","ngeo_support_ensemble","stable","neuroimaging-methods","","","export(ngeo_support_ensemble)"
"export:ngeo_support_entropy","export","ngeo_support_entropy","stable","neuroimaging-methods","","","export(ngeo_support_entropy)"
"export:ngeo_support_map","export","ngeo_support_map","stable","neuroimaging-methods","","","export(ngeo_support_map)"
"export:ngeo_support_map_from_partition","export","ngeo_support_map_from_partition","stable","neuroimaging-methods","","","export(ngeo_support_map_from_partition)"
"export:ngeo_support_map_hash","export","ngeo_support_map_hash","stable","neuroimaging-methods","","","export(ngeo_support_map_hash)"
"export:ngeo_support_model","export","ngeo_support_model","stable","neuroimaging-methods","","","export(ngeo_support_model)"
"export:ngeo_support_model_ensemble","export","ngeo_support_model_ensemble","stable","neuroimaging-methods","","","export(ngeo_support_model_ensemble)"
"export:ngeo_support_monte_carlo","export","ngeo_support_monte_carlo","stable","neuroimaging-methods","","","export(ngeo_support_monte_carlo)"
"export:ngeo_support_sensitivity","export","ngeo_support_sensitivity","stable","neuroimaging-methods","","","export(ngeo_support_sensitivity)"
"export:ngeo_support_size","export","ngeo_support_size","stable","neuroimaging-methods","","","export(ngeo_support_size)"
"export:ngeo_support_test","export","ngeo_support_test","stable","neuroimaging-methods","","","export(ngeo_support_test)"
"export:ngeo_support_uncertainty","export","ngeo_support_uncertainty","stable","neuroimaging-methods","","","export(ngeo_support_uncertainty)"
"export:ngeo_support_variance","export","ngeo_support_variance","stable","neuroimaging-methods","","","export(ngeo_support_variance)"
"export:ngeo_surface","export","ngeo_surface","stable","core-api","","","export(ngeo_surface)"
"export:ngeo_surface_barycentric_map","export","ngeo_surface_barycentric_map","stable","core-api","","","export(ngeo_surface_barycentric_map)"
"export:ngeo_surface_nearest_map","export","ngeo_surface_nearest_map","stable","core-api","","","export(ngeo_surface_nearest_map)"
"export:ngeo_surface_registration_map","export","ngeo_surface_registration_map","stable","core-api","","","export(ngeo_surface_registration_map)"
"export:ngeo_temporal_contrast","export","ngeo_temporal_contrast","stable","core-api","","","export(ngeo_temporal_contrast)"
"export:ngeo_temporal_moran","export","ngeo_temporal_moran","stable","statistical-methods","","","export(ngeo_temporal_moran)"
"export:ngeo_temporal_neighbors","export","ngeo_temporal_neighbors","stable","core-api","","","export(ngeo_temporal_neighbors)"
"export:ngeo_temporal_trend","export","ngeo_temporal_trend","stable","core-api","","","export(ngeo_temporal_trend)"
"export:ngeo_temporal_variogram","export","ngeo_temporal_variogram","stable","statistical-methods","","","export(ngeo_temporal_variogram)"
"export:ngeo_temporal_weights","export","ngeo_temporal_weights","stable","core-api","","","export(ngeo_temporal_weights)"
"export:ngeo_time_axis","export","ngeo_time_axis","stable","core-api","","","export(ngeo_time_axis)"
"export:ngeo_time_axis_hash","export","ngeo_time_axis_hash","stable","reproducibility-engineering","","","export(ngeo_time_axis_hash)"
"export:ngeo_time_slice","export","ngeo_time_slice","stable","core-api","","","export(ngeo_time_slice)"
"export:ngeo_transform","export","ngeo_transform","stable","core-api","","","export(ngeo_transform)"
"export:ngeo_transform_graph","export","ngeo_transform_graph","stable","core-api","","","export(ngeo_transform_graph)"
"export:ngeo_transform_graph_diagnostics","export","ngeo_transform_graph_diagnostics","stable","core-api","","","export(ngeo_transform_graph_diagnostics)"
"export:ngeo_transform_hash","export","ngeo_transform_hash","stable","reproducibility-engineering","","","export(ngeo_transform_hash)"
"export:ngeo_transform_path","export","ngeo_transform_path","stable","core-api","","","export(ngeo_transform_path)"
"export:ngeo_transform_path_history","export","ngeo_transform_path_history","stable","core-api","","","export(ngeo_transform_path_history)"
"export:ngeo_update_measure","export","ngeo_update_measure","stable","core-api","","","export(ngeo_update_measure)"
"export:ngeo_validate","export","ngeo_validate","stable","core-api","","","export(ngeo_validate)"
"export:ngeo_validate_artifact_batch","export","ngeo_validate_artifact_batch","stable","reproducibility-engineering","","","export(ngeo_validate_artifact_batch)"
"export:ngeo_validate_artifact_manifest","export","ngeo_validate_artifact_manifest","stable","reproducibility-engineering","","","export(ngeo_validate_artifact_manifest)"
"export:ngeo_validate_bids_sidecar","export","ngeo_validate_bids_sidecar","stable","io","","","export(ngeo_validate_bids_sidecar)"
"export:ngeo_validate_cifti_contract","export","ngeo_validate_cifti_contract","stable","io","","","export(ngeo_validate_cifti_contract)"
"export:ngeo_validate_file_values","export","ngeo_validate_file_values","stable","io","","","export(ngeo_validate_file_values)"
"export:ngeo_validate_history_dag","export","ngeo_validate_history_dag","stable","core-api","","","export(ngeo_validate_history_dag)"
"export:ngeo_validate_layers","export","ngeo_validate_layers","stable-compatibility","core-api","ngeo_layer_index","7.0.0","export(ngeo_validate_layers)"
"export:ngeo_validate_manifest","export","ngeo_validate_manifest","stable","reproducibility-engineering","","","export(ngeo_validate_manifest)"
"export:ngeo_validate_relation","export","ngeo_validate_relation","stable","core-api","","","export(ngeo_validate_relation)"
"export:ngeo_validate_replay_manifest","export","ngeo_validate_replay_manifest","stable","reproducibility-engineering","","","export(ngeo_validate_replay_manifest)"
"export:ngeo_validate_resampling_plan","export","ngeo_validate_resampling_plan","stable","neuroimaging-methods","","","export(ngeo_validate_resampling_plan)"
"export:ngeo_validate_solver_control","export","ngeo_validate_solver_control","stable","core-api","","","export(ngeo_validate_solver_control)"
"export:ngeo_validate_space_registry","export","ngeo_validate_space_registry","stable","core-api","","","export(ngeo_validate_space_registry)"
"export:ngeo_validate_spatiotemporal_weights","export","ngeo_validate_spatiotemporal_weights","stable","core-api","","","export(ngeo_validate_spatiotemporal_weights)"
"export:ngeo_validate_support_bundle","export","ngeo_validate_support_bundle","stable","neuroimaging-methods","","","export(ngeo_validate_support_bundle)"
"export:ngeo_validate_support_covariance","export","ngeo_validate_support_covariance","stable","neuroimaging-methods","","","export(ngeo_validate_support_covariance)"
"export:ngeo_validate_support_ensemble","export","ngeo_validate_support_ensemble","stable","neuroimaging-methods","","","export(ngeo_validate_support_ensemble)"
"export:ngeo_validate_support_map","export","ngeo_validate_support_map","stable","neuroimaging-methods","","","export(ngeo_validate_support_map)"
"export:ngeo_validate_temporal_weights","export","ngeo_validate_temporal_weights","stable","core-api","","","export(ngeo_validate_temporal_weights)"
"export:ngeo_validate_time_axis","export","ngeo_validate_time_axis","stable","core-api","","","export(ngeo_validate_time_axis)"
"export:ngeo_validate_transform","export","ngeo_validate_transform","stable","core-api","","","export(ngeo_validate_transform)"
"export:ngeo_validate_transform_graph","export","ngeo_validate_transform_graph","stable","core-api","","","export(ngeo_validate_transform_graph)"
"export:ngeo_value_chunks","export","ngeo_value_chunks","stable","core-api","","","export(ngeo_value_chunks)"
"export:ngeo_values","export","ngeo_values","stable","core-api","","","export(ngeo_values)"
"export:ngeo_variogram","export","ngeo_variogram","stable","statistical-methods","","","export(ngeo_variogram)"
"export:ngeo_variogram_uncertainty","export","ngeo_variogram_uncertainty","stable","statistical-methods","","","export(ngeo_variogram_uncertainty)"
"export:ngeo_vertex_area","export","ngeo_vertex_area","stable","core-api","","","export(ngeo_vertex_area)"
"export:ngeo_volume","export","ngeo_volume","stable","core-api","","","export(ngeo_volume)"
"export:ngeo_voxel_overlap_map","export","ngeo_voxel_overlap_map","stable","core-api","","","export(ngeo_voxel_overlap_map)"
"export:ngeo_voxel_volume","export","ngeo_voxel_volume","stable","core-api","","","export(ngeo_voxel_volume)"
"export:ngeo_wavelet_coupling","export","ngeo_wavelet_coupling","stable","statistical-methods","","","export(ngeo_wavelet_coupling)"
"export:ngeo_write_artifact_batch","export","ngeo_write_artifact_batch","stable","io","","","export(ngeo_write_artifact_batch)"
"export:read_ngeo","export","read_ngeo","stable","io","","","export(read_ngeo)"
"export:read_ngeo_artifact_manifest","export","read_ngeo_artifact_manifest","stable","io","","","export(read_ngeo_artifact_manifest)"
"export:read_ngeo_cifti","export","read_ngeo_cifti","stable","io","","","export(read_ngeo_cifti)"
"export:read_ngeo_cifti_filebacked","export","read_ngeo_cifti_filebacked","stable","io","","","export(read_ngeo_cifti_filebacked)"
"export:read_ngeo_filebacked","export","read_ngeo_filebacked","stable","io","","","export(read_ngeo_filebacked)"
"export:read_ngeo_freesurfer","export","read_ngeo_freesurfer","stable","io","","","export(read_ngeo_freesurfer)"
"export:read_ngeo_gifti","export","read_ngeo_gifti","stable","io","","","export(read_ngeo_gifti)"
"export:read_ngeo_manifest","export","read_ngeo_manifest","stable","io","","","export(read_ngeo_manifest)"
"export:read_ngeo_mgh_filebacked","export","read_ngeo_mgh_filebacked","stable","io","","","export(read_ngeo_mgh_filebacked)"
"export:read_ngeo_nifti","export","read_ngeo_nifti","stable","io","","","export(read_ngeo_nifti)"
"export:read_ngeo_nifti_filebacked","export","read_ngeo_nifti_filebacked","stable","io","","","export(read_ngeo_nifti_filebacked)"
"export:read_ngeo_replay_manifest","export","read_ngeo_replay_manifest","stable","io","","","export(read_ngeo_replay_manifest)"
"export:read_ngeo_support_bundle","export","read_ngeo_support_bundle","stable","io","","","export(read_ngeo_support_bundle)"
"export:read_ngeo_support_map","export","read_ngeo_support_map","stable","io","","","export(read_ngeo_support_map)"
"export:spatial_base","export","spatial_base","stable-compatibility","statistical-methods","ngeo_spatial_base","7.0.0","export(spatial_base)"
"export:values","export","values","stable-compatibility","core-api","ngeo_values","7.0.0","export(values)"
"export:write_ngeo","export","write_ngeo","stable","io","","","export(write_ngeo)"
"export:write_ngeo_artifact_manifest","export","write_ngeo_artifact_manifest","stable","io","","","export(write_ngeo_artifact_manifest)"
"export:write_ngeo_bids_derivative","export","write_ngeo_bids_derivative","stable","io","","","export(write_ngeo_bids_derivative)"
"export:write_ngeo_cifti","export","write_ngeo_cifti","stable","io","","","export(write_ngeo_cifti)"
"export:write_ngeo_filebacked","export","write_ngeo_filebacked","stable","io","","","export(write_ngeo_filebacked)"
"export:write_ngeo_freesurfer","export","write_ngeo_freesurfer","stable","io","","","export(write_ngeo_freesurfer)"
"export:write_ngeo_gifti","export","write_ngeo_gifti","stable","io","","","export(write_ngeo_gifti)"
"export:write_ngeo_manifest","export","write_ngeo_manifest","stable","io","","","export(write_ngeo_manifest)"
"export:write_ngeo_nifti","export","write_ngeo_nifti","stable","io","","","export(write_ngeo_nifti)"
"export:write_ngeo_replay_manifest","export","write_ngeo_replay_manifest","stable","io","","","export(write_ngeo_replay_manifest)"
"export:write_ngeo_support_bundle","export","write_ngeo_support_bundle","stable","io","","","export(write_ngeo_support_bundle)"
"export:write_ngeo_support_map","export","write_ngeo_support_map","stable","io","","","export(write_ngeo_support_map)"
"generic:[","generic","[","stable","core-api","","",""
"generic:as.matrix","generic","as.matrix","stable","core-api","","",""
"generic:dim","generic","dim","stable","core-api","","",""
"generic:dimnames","generic","dimnames","stable","core-api","","",""
"generic:dimnames<-","generic","dimnames<-","stable","core-api","","",""
"generic:plot","generic","plot","stable","core-api","","",""
"generic:print","generic","print","stable","core-api","","",""
"generic:summary","generic","summary","stable","core-api","","",""
"s3_method:[.ngeo_delayed_values","s3_method","[.ngeo_delayed_values","stable","core-api","","","S3method(""["",ngeo_delayed_values)"
"s3_method:as.matrix.ngeo_delayed_values","s3_method","as.matrix.ngeo_delayed_values","stable","core-api","","","S3method(as.matrix,ngeo_delayed_values)"
"s3_method:dim.ngeo_delayed_values","s3_method","dim.ngeo_delayed_values","stable","core-api","","","S3method(dim,ngeo_delayed_values)"
"s3_method:dimnames.ngeo_delayed_values","s3_method","dimnames.ngeo_delayed_values","stable","core-api","","","S3method(dimnames,ngeo_delayed_values)"
"s3_method:dimnames<-.ngeo_delayed_values","s3_method","dimnames<-.ngeo_delayed_values","stable","core-api","","","S3method(""dimnames<-"",ngeo_delayed_values)"
"s3_method:plot.ngeo","s3_method","plot.ngeo","stable","core-api","","","S3method(plot,ngeo)"
"s3_method:plot.ngeo_correlogram","s3_method","plot.ngeo_correlogram","stable","core-api","","","S3method(plot,ngeo_correlogram)"
"s3_method:plot.ngeo_cortical_layout","s3_method","plot.ngeo_cortical_layout","stable","core-api","","","S3method(plot,ngeo_cortical_layout)"
"s3_method:plot.ngeo_cortical_map","s3_method","plot.ngeo_cortical_map","stable","core-api","","","S3method(plot,ngeo_cortical_map)"
"s3_method:plot.ngeo_getis","s3_method","plot.ngeo_getis","stable","core-api","","","S3method(plot,ngeo_getis)"
"s3_method:plot.ngeo_global_stat","s3_method","plot.ngeo_global_stat","stable","core-api","","","S3method(plot,ngeo_global_stat)"
"s3_method:plot.ngeo_lisa","s3_method","plot.ngeo_lisa","stable","core-api","","","S3method(plot,ngeo_lisa)"
"s3_method:plot.ngeo_partition","s3_method","plot.ngeo_partition","stable","neuroimaging-methods","","","S3method(plot,ngeo_partition)"
"s3_method:plot.ngeo_qc","s3_method","plot.ngeo_qc","stable","core-api","","","S3method(plot,ngeo_qc)"
"s3_method:plot.ngeo_spatial_weights","s3_method","plot.ngeo_spatial_weights","stable","statistical-methods","","","S3method(plot,ngeo_spatial_weights)"
"s3_method:plot.ngeo_support_diagnostics","s3_method","plot.ngeo_support_diagnostics","stable","neuroimaging-methods","","","S3method(plot,ngeo_support_diagnostics)"
"s3_method:plot.ngeo_support_map","s3_method","plot.ngeo_support_map","stable","neuroimaging-methods","","","S3method(plot,ngeo_support_map)"
"s3_method:plot.ngeo_variogram","s3_method","plot.ngeo_variogram","stable","statistical-methods","","","S3method(plot,ngeo_variogram)"
"s3_method:print.ngeo","s3_method","print.ngeo","stable","core-api","","","S3method(print,ngeo)"
"s3_method:print.ngeo_artifact_manifest","s3_method","print.ngeo_artifact_manifest","stable","reproducibility-engineering","","","S3method(print,ngeo_artifact_manifest)"
"s3_method:print.ngeo_atlas_robust_effect","s3_method","print.ngeo_atlas_robust_effect","stable","neuroimaging-methods","","","S3method(print,ngeo_atlas_robust_effect)"
"s3_method:print.ngeo_batch_manifest","s3_method","print.ngeo_batch_manifest","stable","reproducibility-engineering","","","S3method(print,ngeo_batch_manifest)"
"s3_method:print.ngeo_bids_name","s3_method","print.ngeo_bids_name","stable","io","","","S3method(print,ngeo_bids_name)"
"s3_method:print.ngeo_boundary_test","s3_method","print.ngeo_boundary_test","stable","core-api","","","S3method(print,ngeo_boundary_test)"
"s3_method:print.ngeo_car","s3_method","print.ngeo_car","stable","statistical-methods","","","S3method(print,ngeo_car)"
"s3_method:print.ngeo_car_uncertainty","s3_method","print.ngeo_car_uncertainty","stable","statistical-methods","","","S3method(print,ngeo_car_uncertainty)"
"s3_method:print.ngeo_common_support_test","s3_method","print.ngeo_common_support_test","stable","neuroimaging-methods","","","S3method(print,ngeo_common_support_test)"
"s3_method:print.ngeo_coordinate_space","s3_method","print.ngeo_coordinate_space","stable","core-api","","","S3method(print,ngeo_coordinate_space)"
"s3_method:print.ngeo_coordinate_space_registry","s3_method","print.ngeo_coordinate_space_registry","stable","core-api","","","S3method(print,ngeo_coordinate_space_registry)"
"s3_method:print.ngeo_coregionalization","s3_method","print.ngeo_coregionalization","experimental","core-api","","","S3method(print,ngeo_coregionalization)"
"s3_method:print.ngeo_correlogram","s3_method","print.ngeo_correlogram","stable","core-api","","","S3method(print,ngeo_correlogram)"
"s3_method:print.ngeo_cortical_layout","s3_method","print.ngeo_cortical_layout","stable","core-api","","","S3method(print,ngeo_cortical_layout)"
"s3_method:print.ngeo_cortical_map","s3_method","print.ngeo_cortical_map","stable","core-api","","","S3method(print,ngeo_cortical_map)"
"s3_method:print.ngeo_cross_atlas","s3_method","print.ngeo_cross_atlas","stable","neuroimaging-methods","","","S3method(print,ngeo_cross_atlas)"
"s3_method:print.ngeo_cross_atlas_consensus","s3_method","print.ngeo_cross_atlas_consensus","stable","neuroimaging-methods","","","S3method(print,ngeo_cross_atlas_consensus)"
"s3_method:print.ngeo_exchangeability","s3_method","print.ngeo_exchangeability","stable","core-api","","","S3method(print,ngeo_exchangeability)"
"s3_method:print.ngeo_file_values","s3_method","print.ngeo_file_values","stable","io","","","S3method(print,ngeo_file_values)"
"s3_method:print.ngeo_frozen_regionalization","s3_method","print.ngeo_frozen_regionalization","stable","statistical-methods","","","S3method(print,ngeo_frozen_regionalization)"
"s3_method:print.ngeo_getis","s3_method","print.ngeo_getis","stable","core-api","","","S3method(print,ngeo_getis)"
"s3_method:print.ngeo_gis_analysis","s3_method","print.ngeo_gis_analysis","stable","statistical-methods","","","S3method(print,ngeo_gis_analysis)"
"s3_method:print.ngeo_global_stat","s3_method","print.ngeo_global_stat","stable","core-api","","","S3method(print,ngeo_global_stat)"
"s3_method:print.ngeo_group_result","s3_method","print.ngeo_group_result","stable","statistical-methods","","","S3method(print,ngeo_group_result)"
"s3_method:print.ngeo_gwr","s3_method","print.ngeo_gwr","stable","statistical-methods","","","S3method(print,ngeo_gwr)"
"s3_method:print.ngeo_gwr_bandwidth","s3_method","print.ngeo_gwr_bandwidth","stable","statistical-methods","","","S3method(print,ngeo_gwr_bandwidth)"
"s3_method:print.ngeo_gwr_uncertainty","s3_method","print.ngeo_gwr_uncertainty","stable","statistical-methods","","","S3method(print,ngeo_gwr_uncertainty)"
"s3_method:print.ngeo_history_dag","s3_method","print.ngeo_history_dag","stable","core-api","","","S3method(print,ngeo_history_dag)"
"s3_method:print.ngeo_inference_contract","s3_method","print.ngeo_inference_contract","stable","core-api","","","S3method(print,ngeo_inference_contract)"
"s3_method:print.ngeo_iterative_car","s3_method","print.ngeo_iterative_car","stable","statistical-methods","","","S3method(print,ngeo_iterative_car)"
"s3_method:print.ngeo_iterative_solution","s3_method","print.ngeo_iterative_solution","stable","core-api","","","S3method(print,ngeo_iterative_solution)"
"s3_method:print.ngeo_iterative_spatial_regression","s3_method","print.ngeo_iterative_spatial_regression","stable","statistical-methods","","","S3method(print,ngeo_iterative_spatial_regression)"
"s3_method:print.ngeo_kernel_regression","s3_method","print.ngeo_kernel_regression","stable","core-api","","","S3method(print,ngeo_kernel_regression)"
"s3_method:print.ngeo_layer_index","s3_method","print.ngeo_layer_index","stable","core-api","","","S3method(print,ngeo_layer_index)"
"s3_method:print.ngeo_layer_view","s3_method","print.ngeo_layer_view","stable","core-api","","","S3method(print,ngeo_layer_view)"
"s3_method:print.ngeo_lisa","s3_method","print.ngeo_lisa","stable","core-api","","","S3method(print,ngeo_lisa)"
"s3_method:print.ngeo_logdet_estimate","s3_method","print.ngeo_logdet_estimate","stable","core-api","","","S3method(print,ngeo_logdet_estimate)"
"s3_method:print.ngeo_mgwr","s3_method","print.ngeo_mgwr","experimental","statistical-methods","","","S3method(print,ngeo_mgwr)"
"s3_method:print.ngeo_migration_report","s3_method","print.ngeo_migration_report","stable","core-api","","","S3method(print,ngeo_migration_report)"
"s3_method:print.ngeo_multiscale_inference","s3_method","print.ngeo_multiscale_inference","stable","core-api","","","S3method(print,ngeo_multiscale_inference)"
"s3_method:print.ngeo_null","s3_method","print.ngeo_null","experimental","core-api","","","S3method(print,ngeo_null)"
"s3_method:print.ngeo_object_manifest","s3_method","print.ngeo_object_manifest","stable","reproducibility-engineering","","","S3method(print,ngeo_object_manifest)"
"s3_method:print.ngeo_parcellation_inference","s3_method","print.ngeo_parcellation_inference","stable","core-api","","","S3method(print,ngeo_parcellation_inference)"
"s3_method:print.ngeo_partition","s3_method","print.ngeo_partition","stable","neuroimaging-methods","","","S3method(print,ngeo_partition)"
"s3_method:print.ngeo_qc","s3_method","print.ngeo_qc","stable","core-api","","","S3method(print,ngeo_qc)"
"s3_method:print.ngeo_relation","s3_method","print.ngeo_relation","stable","core-api","","","S3method(print,ngeo_relation)"
"s3_method:print.ngeo_replay_manifest","s3_method","print.ngeo_replay_manifest","stable","reproducibility-engineering","","","S3method(print,ngeo_replay_manifest)"
"s3_method:print.ngeo_replay_result","s3_method","print.ngeo_replay_result","stable","reproducibility-engineering","","","S3method(print,ngeo_replay_result)"
"s3_method:print.ngeo_resampling_diagnostics","s3_method","print.ngeo_resampling_diagnostics","stable","neuroimaging-methods","","","S3method(print,ngeo_resampling_diagnostics)"
"s3_method:print.ngeo_resampling_plan","s3_method","print.ngeo_resampling_plan","stable","neuroimaging-methods","","","S3method(print,ngeo_resampling_plan)"
"s3_method:print.ngeo_resampling_result","s3_method","print.ngeo_resampling_result","stable","neuroimaging-methods","","","S3method(print,ngeo_resampling_result)"
"s3_method:print.ngeo_resource_budget","s3_method","print.ngeo_resource_budget","stable","reproducibility-engineering","","","S3method(print,ngeo_resource_budget)"
"s3_method:print.ngeo_solver_control","s3_method","print.ngeo_solver_control","stable","core-api","","","S3method(print,ngeo_solver_control)"
"s3_method:print.ngeo_spatial_basis","s3_method","print.ngeo_spatial_basis","stable","statistical-methods","","","S3method(print,ngeo_spatial_basis)"
"s3_method:print.ngeo_spatial_lm","s3_method","print.ngeo_spatial_lm","stable","statistical-methods","","","S3method(print,ngeo_spatial_lm)"
"s3_method:print.ngeo_spatial_ordination","s3_method","print.ngeo_spatial_ordination","experimental","statistical-methods","","","S3method(print,ngeo_spatial_ordination)"
"s3_method:print.ngeo_spatial_regression","s3_method","print.ngeo_spatial_regression","stable","statistical-methods","","","S3method(print,ngeo_spatial_regression)"
"s3_method:print.ngeo_spatial_regression_uncertainty","s3_method","print.ngeo_spatial_regression_uncertainty","stable","statistical-methods","","","S3method(print,ngeo_spatial_regression_uncertainty)"
"s3_method:print.ngeo_spatial_weights","s3_method","print.ngeo_spatial_weights","stable","statistical-methods","","","S3method(print,ngeo_spatial_weights)"
"s3_method:print.ngeo_spatiotemporal_moran","s3_method","print.ngeo_spatiotemporal_moran","stable","statistical-methods","","","S3method(print,ngeo_spatiotemporal_moran)"
"s3_method:print.ngeo_spatiotemporal_weights","s3_method","print.ngeo_spatiotemporal_weights","stable","core-api","","","S3method(print,ngeo_spatiotemporal_weights)"
"s3_method:print.ngeo_stream_lm","s3_method","print.ngeo_stream_lm","stable","core-api","","","S3method(print,ngeo_stream_lm)"
"s3_method:print.ngeo_subject_features","s3_method","print.ngeo_subject_features","stable","core-api","","","S3method(print,ngeo_subject_features)"
"s3_method:print.ngeo_support_adjustment","s3_method","print.ngeo_support_adjustment","stable","neuroimaging-methods","","","S3method(print,ngeo_support_adjustment)"
"s3_method:print.ngeo_support_bundle_output","s3_method","print.ngeo_support_bundle_output","stable","neuroimaging-methods","","","S3method(print,ngeo_support_bundle_output)"
"s3_method:print.ngeo_support_condition","s3_method","print.ngeo_support_condition","stable","neuroimaging-methods","","","S3method(print,ngeo_support_condition)"
"s3_method:print.ngeo_support_covariance","s3_method","print.ngeo_support_covariance","stable","neuroimaging-methods","","","S3method(print,ngeo_support_covariance)"
"s3_method:print.ngeo_support_diagnostics","s3_method","print.ngeo_support_diagnostics","stable","neuroimaging-methods","","","S3method(print,ngeo_support_diagnostics)"
"s3_method:print.ngeo_support_ensemble","s3_method","print.ngeo_support_ensemble","stable","neuroimaging-methods","","","S3method(print,ngeo_support_ensemble)"
"s3_method:print.ngeo_support_map","s3_method","print.ngeo_support_map","stable","neuroimaging-methods","","","S3method(print,ngeo_support_map)"
"s3_method:print.ngeo_support_model","s3_method","print.ngeo_support_model","stable","neuroimaging-methods","","","S3method(print,ngeo_support_model)"
"s3_method:print.ngeo_support_model_ensemble","s3_method","print.ngeo_support_model_ensemble","stable","neuroimaging-methods","","","S3method(print,ngeo_support_model_ensemble)"
"s3_method:print.ngeo_support_sensitivity","s3_method","print.ngeo_support_sensitivity","stable","neuroimaging-methods","","","S3method(print,ngeo_support_sensitivity)"
"s3_method:print.ngeo_support_test","s3_method","print.ngeo_support_test","stable","neuroimaging-methods","","","S3method(print,ngeo_support_test)"
"s3_method:print.ngeo_support_uncertainty","s3_method","print.ngeo_support_uncertainty","stable","neuroimaging-methods","","","S3method(print,ngeo_support_uncertainty)"
"s3_method:print.ngeo_temporal_weights","s3_method","print.ngeo_temporal_weights","stable","core-api","","","S3method(print,ngeo_temporal_weights)"
"s3_method:print.ngeo_time_axis","s3_method","print.ngeo_time_axis","stable","core-api","","","S3method(print,ngeo_time_axis)"
"s3_method:print.ngeo_transform_graph","s3_method","print.ngeo_transform_graph","stable","core-api","","","S3method(print,ngeo_transform_graph)"
"s3_method:print.ngeo_transform_path","s3_method","print.ngeo_transform_path","stable","core-api","","","S3method(print,ngeo_transform_path)"
"s3_method:print.ngeo_variogram","s3_method","print.ngeo_variogram","stable","statistical-methods","","","S3method(print,ngeo_variogram)"
"s3_method:print.ngeo_variogram_fit","s3_method","print.ngeo_variogram_fit","stable","statistical-methods","","","S3method(print,ngeo_variogram_fit)"
"s3_method:print.ngeo_variogram_uncertainty","s3_method","print.ngeo_variogram_uncertainty","stable","statistical-methods","","","S3method(print,ngeo_variogram_uncertainty)"
"s3_method:summary.ngeo","s3_method","summary.ngeo","stable","core-api","","","S3method(summary,ngeo)"
"s3_method:summary.ngeo_inference_contract","s3_method","summary.ngeo_inference_contract","stable","core-api","","","S3method(summary,ngeo_inference_contract)"
