"document_id","locale","content_type","lifecycle","source","code_source","route","title","counterpart_route","translation_status","source_sha256","code_sha256","shared_code_source","shared_code_sha256","route_sha256","edit_url"
"space-transform-graph","en","how-to","stable","vignettes/space-transform-graph.Rmd","","/en/modules/space-transform-graph","Explicit spaces and transform paths","/modules/space-transform-graph","paired","abb43fcd1ae8a026e0898b275ac3bb23eaf3a047d339f3af4a58733114d80fe5","","","","2deaec5433000ae1d14b81a8a7405908b18e56cdce8f45c9d8b6c34f6218e2c1","https://github.com/zh1peng/neurogeo/edit/main/vignettes/space-transform-graph.Rmd"
"space-transform-graph","zh-CN","how-to","stable","vignettes/space-transform-graph-zh.Rmd","","/modules/space-transform-graph","皮层 surface 的显式空间与 transform path","/en/modules/space-transform-graph","paired","99c0408311dea7f15576e7bf1722a18e9c83d9b0a2ca814c7ff9feae96c5c21e","","inst/tutorial-code/brain-case-study.R","abda2dcc40d77d7b3340150f13195a07d9632b80e472586c07c3c9551f517a7c","d2ae8bd25051878c9314a9e368adc071db839ae94d84234a1c3f5fafdec0a43d","https://github.com/zh1peng/neurogeo/edit/main/vignettes/space-transform-graph-zh.Rmd"
"spatiotemporal-analysis","en","how-to","stable","vignettes/spatiotemporal-analysis.Rmd","","/en/modules/spatiotemporal-analysis","Explicit temporal and spatiotemporal analysis","/modules/spatiotemporal-analysis","paired","1824539fa9bb7e0c96176471f409a6c7e47f5dd243b7e0a0f7df521c80812f36","","","","61547c686e2afc1dfb468da0f4bfe99b6543dc6ee56eb0c60178e2400c82ee97","https://github.com/zh1peng/neurogeo/edit/main/vignettes/spatiotemporal-analysis.Rmd"
"spatiotemporal-analysis","zh-CN","how-to","stable","vignettes/spatiotemporal-analysis-zh.Rmd","","/modules/spatiotemporal-analysis","显式时间与时空分析：DK68 SCZ--HC longitudinal contrast","/en/modules/spatiotemporal-analysis","paired","735ec659be00929a236138d9c53b65b06dc4b91bb02b780772dde21f4cc87acb","","inst/tutorial-code/brain-case-study.R","abda2dcc40d77d7b3340150f13195a07d9632b80e472586c07c3c9551f517a7c","ca791045c4b7fcc1661a60081ae2922a496e01b9ec3fa11d1a2994675f8fd9db","https://github.com/zh1peng/neurogeo/edit/main/vignettes/spatiotemporal-analysis-zh.Rmd"
"transform-aware-resampling","en","how-to","stable","vignettes/transform-aware-resampling.Rmd","","/en/modules/transform-aware-resampling","Transform-aware resampling","/modules/transform-aware-resampling","paired","81c0b6137d4781120c54aa840a0bc0c9e2d7e44dfacd28ac855e529997d23941","","","","7a75114149e756d79f549701f37bcda06c617668c4d27527c71916d3dc47f382","https://github.com/zh1peng/neurogeo/edit/main/vignettes/transform-aware-resampling.Rmd"
"transform-aware-resampling","zh-CN","how-to","stable","vignettes/transform-aware-resampling-zh.Rmd","","/modules/transform-aware-resampling","显式 surface transform 的可审计 resampling","/en/modules/transform-aware-resampling","paired","3da5217345778918f4a300385021e509cc77db2e49e3e71ed85061d504467628","","inst/tutorial-code/brain-case-study.R","abda2dcc40d77d7b3340150f13195a07d9632b80e472586c07c3c9551f517a7c","ec57270789fd45bcf394f865af7b244e246f65ae62b66e8a0f078de1ba095049","https://github.com/zh1peng/neurogeo/edit/main/vignettes/transform-aware-resampling-zh.Rmd"
"workflow-cifti","en","how-to","stable","vignettes/workflow-cifti.Rmd","inst/tutorial-code/workflow-cifti.R","/en/tutorials/workflow-cifti","CIFTI grayordinates: components before statistics","/tutorials/workflow-cifti","paired","8b93c590d4be197141b22bd6b6ac4acf85c641b864a8063b4a981d58fed47b0b","dbd02c0eb812d534c84703a56e6f2a894c4e4731456587c6fdef2271593b7972","","","98e79c6b2ef43bd27a4af59724d50250a62ba33d71846f7739c2da5e79702649","https://github.com/zh1peng/neurogeo/edit/main/vignettes/workflow-cifti.Rmd"
"workflow-cifti","zh-CN","how-to","stable","vignettes/workflow-cifti-zh.Rmd","inst/tutorial-code/workflow-cifti.R","/tutorials/workflow-cifti","CIFTI workflow：从 brain models 到 Conte69 cortical map","/en/tutorials/workflow-cifti","paired","725926a55be3bda6291a00b07c1b17b78d45d4888fc1818b229111a153b22105","dbd02c0eb812d534c84703a56e6f2a894c4e4731456587c6fdef2271593b7972","inst/tutorial-code/brain-case-study.R","abda2dcc40d77d7b3340150f13195a07d9632b80e472586c07c3c9551f517a7c","812870dddd0a50dd308aa8714b257bcab17959921b99c2e93a7e567961212904","https://github.com/zh1peng/neurogeo/edit/main/vignettes/workflow-cifti-zh.Rmd"
"workflow-roi-cohort","en","how-to","stable","vignettes/workflow-roi-cohort.Rmd","inst/tutorial-code/workflow-roi-cohort.R","/en/tutorials/workflow-roi-cohort","DK68 case-control cohort: subjects are layers, parcels are the base","/tutorials/workflow-roi-cohort","paired","46da4f881c8d0482bb6f68d5922f40ed898d5457b97341dee81b27aba17c4b48","be6dd5099504a770b7b2bc706dbea07222e80aedf033b890a35c42ace2c18860","inst/tutorial-code/brain-case-study.R","abda2dcc40d77d7b3340150f13195a07d9632b80e472586c07c3c9551f517a7c","7714f7f044e821445323982d1a7ed63aaa97075d3c8a86da609ff307b4ce398c","https://github.com/zh1peng/neurogeo/edit/main/vignettes/workflow-roi-cohort.Rmd"
"workflow-roi-cohort","zh-CN","how-to","stable","vignettes/workflow-roi-cohort-zh.Rmd","inst/tutorial-code/workflow-roi-cohort.R","/tutorials/workflow-roi-cohort","DK68 case-control cohort：subjects 是 layers，parcels 是 base","/en/tutorials/workflow-roi-cohort","paired","cf4bac641a08c0d16cd4c51b8698269f13b69b2c73a5208774a7e0dda3002f5c","be6dd5099504a770b7b2bc706dbea07222e80aedf033b890a35c42ace2c18860","inst/tutorial-code/brain-case-study.R","abda2dcc40d77d7b3340150f13195a07d9632b80e472586c07c3c9551f517a7c","4af81e06641d26015c8012c0a94d07fe04578f7d80d6d81a6d093b30574cba5c","https://github.com/zh1peng/neurogeo/edit/main/vignettes/workflow-roi-cohort-zh.Rmd"
"workflow-surface","en","how-to","stable","vignettes/workflow-surface.Rmd","inst/tutorial-code/workflow-surface.R","/en/tutorials/workflow-surface","Cortical surface: geometry, topology, and metric","/tutorials/workflow-surface","paired","57f241cf4311dc89a6d26ac2c5102e10f91226aa097a9d48958e3f5768a98b09","99abded806bcd4fe143c262a137c5b3384dba2cd84300311c45e67dc63953c3e","","","ec3e17b2b13fa4029adac23e1231093f7d6bedc987a02c5d1ea5ebaf165ad697","https://github.com/zh1peng/neurogeo/edit/main/vignettes/workflow-surface.Rmd"
"workflow-surface","zh-CN","how-to","stable","vignettes/workflow-surface-zh.Rmd","inst/tutorial-code/workflow-surface.R","/tutorials/workflow-surface","Surface workflow：Conte69 geometry、vertex cohort 与多 atlas flat maps","/en/tutorials/workflow-surface","paired","2c9ab9b026e4942af14078e7c54db9ff28800343a97714481b26fd48a9c15111","99abded806bcd4fe143c262a137c5b3384dba2cd84300311c45e67dc63953c3e","inst/tutorial-code/brain-case-study.R","abda2dcc40d77d7b3340150f13195a07d9632b80e472586c07c3c9551f517a7c","5ce097e2a3fc870daf4b0c150cd3dc32d6aeb1bfcd21200811134cf89b2b763d","https://github.com/zh1peng/neurogeo/edit/main/vignettes/workflow-surface-zh.Rmd"
"workflow-volume","en","how-to","stable","vignettes/workflow-volume.Rmd","inst/tutorial-code/workflow-volume.R","/en/tutorials/workflow-volume","NIfTI volume: read to auditable result","/tutorials/workflow-volume","paired","ee086520a43c635414627ee84cb1a7c2240b0da4d53c75372d230424c18e2174","b51a7d7ebff7c64ed4c72794648030318ce2db6d9e83e0a62f07a4e5599aeb2e","","","af15dab7340c738761a099acf53d4a6f606982b6a527861581e9fbb349120c7e","https://github.com/zh1peng/neurogeo/edit/main/vignettes/workflow-volume.Rmd"
"workflow-volume","zh-CN","how-to","stable","vignettes/workflow-volume-zh.Rmd","inst/tutorial-code/workflow-volume.R","/tutorials/workflow-volume","NIfTI 体数据：5+5 case-control brain volume 从模拟到 round-trip","/en/tutorials/workflow-volume","paired","627e39d44afb538b17bcaa429982a3a2758007c5b24df3a41f63fc404fecb97a","b51a7d7ebff7c64ed4c72794648030318ce2db6d9e83e0a62f07a4e5599aeb2e","","","358616d08d38cf92e41145f36d8639171224791f9bbbb4ed8e2c170d45b4eb37","https://github.com/zh1peng/neurogeo/edit/main/vignettes/workflow-volume-zh.Rmd"
"group-inference","zh-CN","method","stable","vignettes/group-inference-zh.Rmd","","/modules/group-inference","100 名 HC 与 100 名 SCZ 的 subject-level multilayer inference","","source-only","f8d7e9011f664cd5be52259fb364c9529b563101cf76ea8b2ba6398ec1396ecf","","inst/tutorial-code/brain-case-study.R","abda2dcc40d77d7b3340150f13195a07d9632b80e472586c07c3c9551f517a7c","2f54ad49ace20452470455c67d553ddefedc3cb770fc3f839aab14b12ab81e3a","https://github.com/zh1peng/neurogeo/edit/main/vignettes/group-inference-zh.Rmd"
"iterative-spatial-models","en","method","stable","vignettes/iterative-spatial-models.Rmd","","/en/modules/iterative-spatial-models","Bounded iterative spatial models","/modules/iterative-spatial-models","paired","1ab04dc294a70460e6692f1670ad3190d2d7a5f97e924926b3b298d815d7936d","","","","de0e121f11b7b6a18a2d4a161ac670600a5aeb76b85e57ecc16e963866db3117","https://github.com/zh1peng/neurogeo/edit/main/vignettes/iterative-spatial-models.Rmd"
"iterative-spatial-models","zh-CN","method","stable","vignettes/iterative-spatial-models-zh.Rmd","","/modules/iterative-spatial-models","有界迭代空间模型：DK68 校准与 vertex 执行","/en/modules/iterative-spatial-models","paired","2649f2904b5e778802b30b53ddcf50c5b63a6e7afe24c2e91df92069ce77121e","","inst/tutorial-code/brain-case-study.R","abda2dcc40d77d7b3340150f13195a07d9632b80e472586c07c3c9551f517a7c","a8d403689872fe56ebee2b92313d0bfe8487847b69f004257723139a3aff2dd5","https://github.com/zh1peng/neurogeo/edit/main/vignettes/iterative-spatial-models-zh.Rmd"
"layer-coupling","zh-CN","method","stable","vignettes/layer-coupling-zh.Rmd","","/modules/layer-coupling","多图层空间耦合：200 名受试者的 thickness--myelin 分析","","source-only","0315b4ffe5c584930e91a072b0b966bf5cb5d5a6fdcd5923e80d4ac2f206548f","","inst/tutorial-code/brain-case-study.R","abda2dcc40d77d7b3340150f13195a07d9632b80e472586c07c3c9551f517a7c","b785f44027a8cb4d6498e3962a0fff9bb9bc556bd941fe49944decb238ca35b9","https://github.com/zh1peng/neurogeo/edit/main/vignettes/layer-coupling-zh.Rmd"
"model-uncertainty","en","method","stable","vignettes/model-uncertainty.Rmd","","/en/modules/model-uncertainty","Uncertainty-aware spatial models","/modules/model-uncertainty","paired","c3d34045868746409834de35c9f700760399e607e1c75da27b6ae62fda766dda","","","","0d215779379a4ddb0eb09e6fbb453d4fd60f8ab63d6b2e9d36146fbf99d35ea1","https://github.com/zh1peng/neurogeo/edit/main/vignettes/model-uncertainty.Rmd"
"model-uncertainty","zh-CN","method","stable","vignettes/model-uncertainty-zh.Rmd","","/modules/model-uncertainty","空间模型不确定性：DK68 case-control effect 的方差分解","/en/modules/model-uncertainty","paired","610eef2dec3e0ead70588f3d002b54c6ace3fb0ad38589e06bdfac1a78700bf7","","inst/tutorial-code/brain-case-study.R","abda2dcc40d77d7b3340150f13195a07d9632b80e472586c07c3c9551f517a7c","bf7b909e5f939f4aa28de52d10a2b0911481ae55db5feb36b8e5e89cb4c8ebf9","https://github.com/zh1peng/neurogeo/edit/main/vignettes/model-uncertainty-zh.Rmd"
"multilayer-inference","en","method","stable","vignettes/multilayer-inference.Rmd","","/en/modules/multilayer-inference","Subject-level multilayer inference in 100 HC and 100 SCZ","","source-only","7767810b2bc246993a33e4e238fedc5484c3961b4376cbbb94b28d2bfc9d43b5","","inst/tutorial-code/brain-case-study.R","abda2dcc40d77d7b3340150f13195a07d9632b80e472586c07c3c9551f517a7c","4eff83186c76551ae0b8c6489bcf4172e347619a7081a88b9a31ba429ebb9e99","https://github.com/zh1peng/neurogeo/edit/main/vignettes/multilayer-inference.Rmd"
"reference-vs-subject-inference","zh-CN","method","stable","vignettes/reference-vs-subject-inference-zh.Rmd","","/modules/reference-vs-subject-inference","参考脑图推断与 200-subject case-control 推断","","source-only","634892eab6274ceeeabae0a1a1be8bfed8ef4fc06965d6d707cb4403f53bc60d","","inst/tutorial-code/brain-case-study.R","abda2dcc40d77d7b3340150f13195a07d9632b80e472586c07c3c9551f517a7c","f14841e496fc890e84293f40ef4f61be198f067b0fc8fd42accd063739f9df37","https://github.com/zh1peng/neurogeo/edit/main/vignettes/reference-vs-subject-inference-zh.Rmd"
"spatial-basis","zh-CN","method","stable","vignettes/spatial-basis-zh.Rmd","","/modules/spatial-basis","固定空间基与多尺度投影：DK68 graph modes","","source-only","20770a209b7d2a95954dd038965329f3973095bdac1e7c3a459b71f417ec25c2","","inst/tutorial-code/brain-case-study.R","abda2dcc40d77d7b3340150f13195a07d9632b80e472586c07c3c9551f517a7c","fe683f620b5a4f597907dfc7125b772698d4a7d22566a771d2f09a4f65d3fc80","https://github.com/zh1peng/neurogeo/edit/main/vignettes/spatial-basis-zh.Rmd"
"spatial-modelling","en","method","stable","vignettes/spatial-modelling.Rmd","","/en/tutorials/spatial-modelling","Spatial modelling of a DK68 SCZ-control cortical contrast","/modules/spatial-modelling","paired","236d7fcc30112428a94cc511ebc2b2a54367520de8c264f80d9fdbaa05f53692","","inst/tutorial-code/brain-case-study.R","abda2dcc40d77d7b3340150f13195a07d9632b80e472586c07c3c9551f517a7c","faa5bf4222a63ee3e7cc73ebdf56a1f55d9b900d18c06d35046c1185ea5a7ead","https://github.com/zh1peng/neurogeo/edit/main/vignettes/spatial-modelling.Rmd"
"spatial-modelling","zh-CN","method","stable","vignettes/spatial-modelling-zh.Rmd","","/modules/spatial-modelling","空间模型：从 200 名受试者 GLM 到 DK68 GWR/SAR/CAR","/en/tutorials/spatial-modelling","paired","0231394b7f95399f8156515c01ca601f7d2be451d87c01ac747ab41801d0ccd1","","inst/tutorial-code/brain-case-study.R","abda2dcc40d77d7b3340150f13195a07d9632b80e472586c07c3c9551f517a7c","74f87b60d1dd43b0697594b65c43c1d255b370dde2fabd37fa93d7d83b960b45","https://github.com/zh1peng/neurogeo/edit/main/vignettes/spatial-modelling-zh.Rmd"
